"","eciv","lenm","facexp"
"843","Soltero/a","Castellano",405.780090332031
"844","Casado/a","Castellano",405.780090332031
"845","Casado/a","Castellano",405.780090332031
"846","Casado/a","Castellano",405.780090332031
"847","Casado/a","Castellano",405.780090332031
"849","Divorciado/a","Castellano",405.780090332031
"850","Soltero/a","Castellano",405.780090332031
"851","Casado/a","Castellano",405.780090332031
"852","Casado/a","Castellano",405.780090332031
"853","Soltero/a","Castellano",405.780090332031
"854","Soltero/a","Castellano",405.780090332031
"855","Soltero/a","Castellano",405.780090332031
"856","Viudo/a","Castellano",405.780090332031
"857","Casado/a","Castellano",405.780090332031
"858","Casado/a","Castellano",405.780090332031
"859","Soltero/a","Castellano",405.780090332031
"860","Soltero/a","Castellano",405.780090332031
"861","Soltero/a","Castellano",405.780090332031
"862","Viudo/a","Castellano",405.780090332031
"863","Viudo/a","Castellano",405.780090332031
"864","Soltero/a","Castellano",405.780090332031
"865","Casado/a","Castellano",405.780090332031
"866","Casado/a","Castellano",405.780090332031
"867","Concubino/a","Castellano",405.780090332031
"868","Concubino/a","Castellano",405.780090332031
"869","Soltero/a","Castellano",405.780090332031
"870","Soltero/a","Castellano",405.780090332031
"871","Soltero/a","Castellano",405.780090332031
"872","Soltero/a","Castellano",405.780090332031
"873","Casado/a","Quechua",405.780090332031
"874","Casado/a","Quechua",405.780090332031
"875","Casado/a","Castellano",405.780090332031
"876","Casado/a","Castellano",405.780090332031
"879","Concubino/a","Quechua",405.780090332031
"880","Concubino/a","Quechua",405.780090332031
"881","Soltero/a","Castellano",405.780090332031
"882","Soltero/a","Castellano",405.780090332031
"883","Concubino/a","Castellano",405.780090332031
"884","Concubino/a","Castellano",405.780090332031
"887","Separado/a","Castellano",405.780090332031
"888","Casado/a","Castellano",405.780090332031
"889","Casado/a","Castellano",405.780090332031
"890","Soltero/a","Castellano",405.780090332031
"891","Casado/a","Castellano",405.780090332031
"892","Casado/a","Castellano",405.780090332031
"893","Concubino/a","Castellano",405.780090332031
"894","Concubino/a","Castellano",405.780090332031
"896","Viudo/a","Castellano",405.780090332031
"897","Soltero/a","Castellano",405.780090332031
"898","Concubino/a","Castellano",205.330642700195
"899","Concubino/a","Castellano",205.330642700195
"902","Soltero/a","Castellano",205.330642700195
"903","Concubino/a","Castellano",205.330642700195
"904","Concubino/a","Castellano",205.330642700195
"907","Casado/a","Castellano",205.330642700195
"908","Casado/a","Castellano",205.330642700195
"909","Soltero/a","Castellano",205.330642700195
"910","Casado/a","Castellano",205.330642700195
"911","Casado/a","Castellano",205.330642700195
"912","Casado/a","Castellano",205.330642700195
"913","Casado/a","Castellano",205.330642700195
"914","Soltero/a","Castellano",205.330642700195
"915","Soltero/a","Castellano",205.330642700195
"917","Soltero/a","Castellano",205.330642700195
"918","Soltero/a","Castellano",205.330642700195
"919","Concubino/a","Castellano",205.330642700195
"920","Concubino/a","Castellano",205.330642700195
"922","Casado/a","Castellano",205.330642700195
"923","Casado/a","Castellano",205.330642700195
"924","Soltero/a","Castellano",205.330642700195
"929","Casado/a","Castellano",205.330642700195
"930","Casado/a","Castellano",205.330642700195
"931","Soltero/a","Castellano",205.330642700195
"932","Soltero/a","Castellano",205.330642700195
"933","Soltero/a","Castellano",205.330642700195
"935","Soltero/a","Castellano",205.330642700195
"937","Soltero/a","Castellano",205.330642700195
"938","Soltero/a","Castellano",205.330642700195
"939","Casado/a","Castellano",205.330642700195
"940","Casado/a","Castellano",205.330642700195
"941","Soltero/a","Castellano",205.330642700195
"943","Casado/a","Quechua",223.997055053711
"944","Casado/a","Quechua",223.997055053711
"945","Soltero/a","Quechua",223.997055053711
"946","Soltero/a","Quechua",223.997055053711
"947","Soltero/a","Quechua",223.997055053711
"949","Viudo/a","Quechua",223.997055053711
"950","Separado/a","Quechua",223.997055053711
"951","Casado/a","Quechua",223.997055053711
"952","Casado/a","Quechua",223.997055053711
"953","Concubino/a","Quechua",223.997055053711
"954","Concubino/a","Quechua",223.997055053711
"957","Viudo/a","Quechua",223.997055053711
"958","Soltero/a","Quechua",223.997055053711
"959","Casado/a","Quechua",223.997055053711
"960","Casado/a","Quechua",223.997055053711
"961","Soltero/a","Quechua",223.997055053711
"963","Casado/a","Quechua",223.997055053711
"964","Casado/a","Quechua",223.997055053711
"965","Casado/a","Quechua",223.997055053711
"966","Casado/a","Quechua",223.997055053711
"967","Soltero/a","Castellano",223.997055053711
"968","Casado/a","Quechua",223.997055053711
"969","Casado/a","Quechua",223.997055053711
"970","Casado/a","Quechua",223.997055053711
"972","Concubino/a","Quechua",254.63102722168
"973","Concubino/a","Castellano",254.63102722168
"974","Soltero/a","Castellano",254.63102722168
"977","Casado/a","Castellano",254.63102722168
"978","Casado/a","Castellano",254.63102722168
"979","Soltero/a","Castellano",254.63102722168
"980","Soltero/a","Castellano",254.63102722168
"981","Soltero/a","Castellano",254.63102722168
"982","Casado/a","Castellano",254.63102722168
"983","Casado/a","Quechua",254.63102722168
"984","Soltero/a","Castellano",254.63102722168
"985","Concubino/a","Castellano",254.63102722168
"986","Concubino/a","Castellano",254.63102722168
"987","Soltero/a","Castellano",254.63102722168
"988","Soltero/a","Castellano",254.63102722168
"990","Concubino/a","Castellano",254.63102722168
"991","Concubino/a","Castellano",254.63102722168
"992","Soltero/a","Castellano",254.63102722168
"994","Divorciado/a","Castellano",254.63102722168
"995","Soltero/a","Castellano",254.63102722168
"996","Soltero/a","Castellano",254.63102722168
"998","Concubino/a","Castellano",254.63102722168
"999","Concubino/a","Castellano",254.63102722168
"1002","Concubino/a","Castellano",254.63102722168
"1003","Concubino/a","Castellano",254.63102722168
"1004","Concubino/a","Castellano",254.63102722168
"1005","Concubino/a","Castellano",254.63102722168
"1007","Separado/a","Castellano",254.63102722168
"1009","Concubino/a","Castellano",254.63102722168
"1010","Concubino/a","Castellano",254.63102722168
"1011","Soltero/a","Castellano",254.63102722168
"1012","Casado/a","Castellano",254.63102722168
"1013","Casado/a","Castellano",254.63102722168
"1014","Soltero/a","Castellano",254.63102722168
"1015","Soltero/a","Castellano",254.63102722168
"1016","Concubino/a","Castellano",254.63102722168
"1017","Concubino/a","Castellano",254.63102722168
"1020","Viudo/a","Castellano",254.63102722168
"1021","Concubino/a","Castellano",254.63102722168
"1022","Concubino/a","Castellano",254.63102722168
"1023","Concubino/a","Castellano",254.63102722168
"1024","Concubino/a","Aymara",254.63102722168
"1026","Soltero/a","Castellano",254.63102722168
"1027","Soltero/a","Castellano",254.63102722168
"1028","Soltero/a","Castellano",254.63102722168
"1031","Concubino/a","Castellano",254.63102722168
"1032","Concubino/a","Castellano",254.63102722168
"1035","Casado/a","Castellano",254.63102722168
"1036","Casado/a","Castellano",254.63102722168
"1037","Soltero/a","Castellano",254.63102722168
"1038","Soltero/a","Castellano",254.63102722168
"1039","Soltero/a","Castellano",254.63102722168
"1040","Concubino/a","Castellano",254.63102722168
"1041","Concubino/a","Castellano",254.63102722168
"1042","Casado/a","Castellano",254.63102722168
"1043","Casado/a","Castellano",254.63102722168
"1045","Separado/a","Castellano",254.63102722168
"1046","Soltero/a","Castellano",254.63102722168
"1047","Soltero/a","Castellano",254.63102722168
"1049","Soltero/a","Castellano",254.63102722168
"1050","Casado/a","Castellano",254.63102722168
"1051","Casado/a","Quechua",254.63102722168
"1052","Casado/a","Quechua",254.63102722168
"1053","Casado/a","Quechua",254.63102722168
"1055","Soltero/a","Castellano",254.63102722168
"1056","Viudo/a","Quechua",254.63102722168
"1057","Viudo/a","Quechua",254.63102722168
"1058","Separado/a","Quechua",254.63102722168
"1059","Soltero/a","Castellano",254.63102722168
"1060","Separado/a","Castellano",254.63102722168
"1061","Soltero/a","Quechua",254.63102722168
"1063","Soltero/a","Quechua",254.63102722168
"1064","Viudo/a","Castellano",254.63102722168
"1065","Soltero/a","Castellano",254.63102722168
"1066","Soltero/a","Castellano",254.63102722168
"1067","Viudo/a","Quechua",254.63102722168
"1068","Soltero/a","Castellano",254.63102722168
"1069","Casado/a","Castellano",254.63102722168
"1070","Casado/a","Castellano",254.63102722168
"1073","Soltero/a","Castellano",254.63102722168
"1074","Casado/a","Quechua",254.63102722168
"1075","Casado/a","Castellano",254.63102722168
"1076","Soltero/a","Castellano",254.63102722168
"1077","Soltero/a","Castellano",254.63102722168
"1079","Viudo/a","Quechua",254.63102722168
"1080","Soltero/a","Castellano",405.780090332031
"1081","Soltero/a","Castellano",405.780090332031
"1082","Soltero/a","Quechua",405.780090332031
"1083","Soltero/a","Quechua",405.780090332031
"1086","Casado/a","Quechua",405.780090332031
"1089","Casado/a","Quechua",405.780090332031
"1090","Soltero/a","Castellano",405.780090332031
"1091","Separado/a","Castellano",405.780090332031
"1092","Soltero/a","Castellano",405.780090332031
"1094","Casado/a","Castellano",405.780090332031
"1095","Soltero/a","Castellano",405.780090332031
"1096","Soltero/a","Castellano",405.780090332031
"1097","Soltero/a","Castellano",405.780090332031
"1098","Soltero/a","Castellano",405.780090332031
"1099","Soltero/a","Quechua",405.780090332031
"1100","Soltero/a","Quechua",405.780090332031
"1101","Divorciado/a","Castellano",405.780090332031
"1102","Concubino/a","Quechua",405.780090332031
"1103","Concubino/a","Quechua",405.780090332031
"1104","Soltero/a","Castellano",405.780090332031
"1106","Concubino/a","Quechua",405.780090332031
"1107","Concubino/a","Quechua",405.780090332031
"1108","Soltero/a","Quechua",405.780090332031
"1109","Soltero/a","Quechua",405.780090332031
"1110","Soltero/a","Quechua",405.780090332031
"1111","Soltero/a","Quechua",405.780090332031
"1115","Soltero/a","Quechua",405.780090332031
"1117","Casado/a","Castellano",251.432281494141
"1118","Casado/a","Castellano",251.432281494141
"1119","Soltero/a","Castellano",251.432281494141
"1121","Concubino/a","Castellano",251.432281494141
"1122","Concubino/a","Castellano",251.432281494141
"1124","Casado/a","Castellano",251.432281494141
"1125","Casado/a","Castellano",251.432281494141
"1126","Soltero/a","Castellano",251.432281494141
"1127","Casado/a","Castellano",251.432281494141
"1128","Casado/a","Castellano",251.432281494141
"1130","Viudo/a","Castellano",251.432281494141
"1131","Casado/a","Castellano",251.432281494141
"1132","Casado/a","Castellano",251.432281494141
"1133","Viudo/a","Castellano",251.432281494141
"1134","Casado/a","Castellano",251.432281494141
"1135","Casado/a","Castellano",251.432281494141
"1136","Concubino/a","Castellano",251.432281494141
"1137","Concubino/a","Castellano",251.432281494141
"1138","Soltero/a","Castellano",251.432281494141
"1139","Soltero/a","Castellano",251.432281494141
"1142","Casado/a","Castellano",251.432281494141
"1143","Casado/a","Castellano",251.432281494141
"1144","Soltero/a","Castellano",251.432281494141
"1145","Casado/a","Castellano",251.432281494141
"1146","Casado/a","Castellano",251.432281494141
"1148","Casado/a","Castellano",251.432281494141
"1149","Casado/a","Castellano",251.432281494141
"1150","Casado/a","Castellano",251.432281494141
"1151","Casado/a","Castellano",251.432281494141
"1153","Casado/a","Castellano",251.432281494141
"1154","Casado/a","Castellano",251.432281494141
"1158","Casado/a","Castellano",251.432281494141
"1159","Casado/a","Castellano",251.432281494141
"1162","Viudo/a","Castellano",251.432281494141
"1163","Soltero/a","Castellano",251.432281494141
"1164","Casado/a","Castellano",251.432281494141
"1165","Casado/a","Castellano",251.432281494141
"1167","Casado/a","Castellano",251.432281494141
"1168","Casado/a","Castellano",251.432281494141
"1170","Viudo/a","Castellano",251.432281494141
"1171","Soltero/a","Castellano",251.432281494141
"1172","Viudo/a","Castellano",251.432281494141
"1173","Concubino/a","Castellano",251.432281494141
"1174","Concubino/a","Quechua",251.432281494141
"1175","Soltero/a","Castellano",251.432281494141
"1178","Soltero/a","Castellano",251.432281494141
"1179","Soltero/a","Castellano",251.432281494141
"1180","Casado/a","Castellano",251.432281494141
"1181","Casado/a","Castellano",251.432281494141
"1182","Soltero/a","Castellano",251.432281494141
"1184","Casado/a","Quechua",251.432281494141
"1185","Casado/a","Quechua",251.432281494141
"1186","Casado/a","Quechua",251.432281494141
"1187","Casado/a","Quechua",251.432281494141
"1188","Concubino/a","Castellano",228.091644287109
"1189","Concubino/a","Castellano",228.091644287109
"1190","Soltero/a","Castellano",228.091644287109
"1194","Soltero/a","Castellano",228.091644287109
"1195","Soltero/a","Castellano",228.091644287109
"1196","Soltero/a","Castellano",228.091644287109
"1197","Casado/a","Castellano",228.091644287109
"1198","Casado/a","Castellano",228.091644287109
"1201","Concubino/a","Castellano",228.091644287109
"1202","Concubino/a","Castellano",228.091644287109
"1203","Casado/a","Castellano",228.091644287109
"1204","Casado/a","Castellano",228.091644287109
"1206","Concubino/a","Castellano",228.091644287109
"1207","Concubino/a","Castellano",228.091644287109
"1208","Casado/a","Quechua",228.091644287109
"1209","Casado/a","Quechua",228.091644287109
"1214","Casado/a","Castellano",228.091644287109
"1215","Casado/a","Castellano",228.091644287109
"1216","Soltero/a","Castellano",228.091644287109
"1217","Soltero/a","Castellano",228.091644287109
"1218","Soltero/a","Castellano",228.091644287109
"1220","Viudo/a","Castellano",228.091644287109
